sgRNA,Gene,Snu-1_clone_24_D=0,Snu-1_clone_23_D=10
AAK1_PKc_E2_40.1,AAK1,525,587
AAK1_PKc_E3_119.6,AAK1,209,256
AAK1_PKc_E4_109.3,AAK1,252,260
AAK1_PKc_E5_143.1,AAK1,322,286
AAK1_PKc_E6_122,AAK1,453,456
AAK1_PKc_E7_82.6,AAK1,343,364
AATK_PKc_E4_36,AATK,201,360
AATK_PKc_E5_119.11,AATK,438,435
AATK_PKc_E6_88.9,AATK,672,756
AATK_PKc_E7_134.11,AATK,260,434
AATK_PKc_E8_85.7,AATK,618,768
AATK_PKc_E9_122.1,AATK,564,972
ABL1_PKc_E4_120.11,ABL1,407,579
ABL1_PKc_E5_85,ABL1,1004,1371
ABL1_PKc_E6_178.11,ABL1,518,768
ABL1_PKc_E7_185.15,ABL1,696,729
ABL1_PKc_E8_153.18,ABL1,1007,984
ABL1_PKc_E9_68,ABL1,801,843
ABL2_PKc_E10_68.4,ABL2,332,430
ABL2_PKc_E5_120.8,ABL2,120,144
ABL2_PKc_E6_85.1,ABL2,356,492
ABL2_PKc_E7_178.9,ABL2,366,723
ABL2_PKc_E8_185,ABL2,261,289
ABL2_PKc_E9_153.7,ABL2,748,1336
ACVR1_PKc_E10_131,ACVR1,610,913
ACVR1_PKc_E11_102.2,ACVR1,586,838
ACVR1_PKc_E6_40,ACVR1,484,631
ACVR1_PKc_E7_147.15,ACVR1,588,826
ACVR1_PKc_E8_276.19,ACVR1,125,103
ACVR1_PKc_E9_198.4,ACVR1,284,487
ACVR1B_PKc_E10_102.5,ACVR1B,272,509
ACVR1B_PKc_E4_193.4,ACVR1B,452,697
ACVR1B_PKc_E5_123.4,ACVR1B,712,825
ACVR1B_PKc_E6_168.13,ACVR1B,848,1197
ACVR1B_PKc_E7_157.5,ACVR1B,596,503
ACVR1B_PKc_E9_131.14,ACVR1B,350,508
ACVR1C_PKc_E4_193.16,ACVR1C,470,591
ACVR1C_PKc_E5_168.6,ACVR1C,464,436
ACVR1C_PKc_E6_157.1,ACVR1C,405,482
ACVR1C_PKc_E7_125.7,ACVR1C,287,223
ACVR1C_PKc_E8_131.1,ACVR1C,767,554
ACVR1C_PKc_E9_102.6,ACVR1C,988,1066
ACVR2A_PKc_E10_131.1,ACVR2A,873,681
ACVR2A_PKc_E5_87.3,ACVR2A,240,368
ACVR2A_PKc_E6_144,ACVR2A,134,220
ACVR2A_PKc_E7_146.12,ACVR2A,340,467
ACVR2A_PKc_E8_115.6,ACVR2A,931,1085
ACVR2A_PKc_E9_139.9,ACVR2A,623,939
ACVRL1_PKc_E6_147.3,ACVRL1,448,502
ACVRL1_PKc_E6_147.8,ACVRL1,589,835
ACVRL1_PKc_E8_198.28,ACVRL1,200,229
ACVRL1_PKc_E8_198.4,ACVRL1,680,710
ACVRL1_PKc_E9_131,ACVRL1,252,265
ACVRL1_PKc_E9_131.6,ACVRL1,549,516
ADCK1_PKc_E5_159.11,ADCK1,422,613
ADCK1_PKc_E5_159.31,ADCK1,385,589
ADCK1_PKc_E6_159.6,ADCK1,328,688
ADCK1_PKc_E7_117.13,ADCK1,393,571
ADCK1_PKc_E8_150.18,ADCK1,537,935
ADCK1_PKc_E9_99.4,ADCK1,781,1052
ADCK2_PKc_E1_534.7,ADCK2,276,504
ADCK2_PKc_E3_129.17,ADCK2,572,521
ADCK2_PKc_E4_96.5,ADCK2,336,456
ADCK2_PKc_E6_129.2,ADCK2,136,213
ADCK2_PKc_E7_54,ADCK2,801,1021
ADCK2_PKc_E8_114.6,ADCK2,380,534
ADCK3_PKc_E10_94.9,ADCK3,427,830
ADCK3_PKc_E11_142.6,ADCK3,511,550
ADCK3_PKc_E12_108.8,ADCK3,527,834
ADCK3_PKc_E13_66.1,ADCK3,368,544
ADCK3_PKc_E8_141.23,ADCK3,390,530
ADCK3_PKc_E9_82.2,ADCK3,1058,1202
ADCK4_PKc_E10_94.6,ADCK4,243,214
ADCK4_PKc_E12_108.1,ADCK4,240,332
ADCK4_PKc_E13_66.2,ADCK4,667,1029
ADCK4_PKc_E14_87.6,ADCK4,725,674
ADCK4_PKc_E8_141.12,ADCK4,504,632
ADCK4_PKc_E9_82.4,ADCK4,330,643
ADCK5_PKc_E10_82.1,ADCK5,464,833
ADCK5_PKc_E11_79.1,ADCK5,601,770
ADCK5_PKc_E12_52.5,ADCK5,296,566
ADCK5_PKc_E7_114.17,ADCK5,671,702
ADCK5_PKc_E8_132.7,ADCK5,801,784
ADCK5_PKc_E9_84.2,ADCK5,537,573
ADRBK1_PKc_E10_79.2,ADRBK1,659,687
ADRBK1_PKc_E11_131.9,ADRBK1,469,601
ADRBK1_PKc_E12_95.3,ADRBK1,429,445
ADRBK1_PKc_E13_108.17,ADRBK1,996,985
ADRBK1_PKc_E8_80.4,ADRBK1,134,215
ADRBK1_PKc_E9_100.8,ADRBK1,602,808
ADRBK2_PKc_E10_79.5,ADRBK2,94,196
ADRBK2_PKc_E11_131.8,ADRBK2,569,806
ADRBK2_PKc_E12_95.1,ADRBK2,780,1063
ADRBK2_PKc_E13_108.5,ADRBK2,480,504
ADRBK2_PKc_E8_92.2,ADRBK2,280,328
ADRBK2_PKc_E9_100.2,ADRBK2,701,920
AK1_PKc_E3_28,AK1,663,696
AK1_PKc_E3_28.1,AK1,371,363
AK1_PKc_E4_164.19,AK1,697,755
AK1_PKc_E4_164.27,AK1,1125,1960
AK1_PKc_E5_117.13,AK1,380,589
AK1_PKc_E5_117.2,AK1,349,429
AK2_PKc_E6_159,AK2,577,860
AK2_PKc_E6_159.16,AK2,492,766
AK2_PKc_E6_159.17,AK2,236,396
AK2_PKc_E6_159.19,AK2,651,684
AK2_PKc_E6_159.21,AK2,404,489
AK2_PKc_E6_159.6,AK2,5,6
AK3_PKc_E1_127.14,AK3,630,549
AK3_PKc_E1_127.18,AK3,206,596
AK3_PKc_E2_120.3,AK3,702,1076
AK3_PKc_E3_173.2,AK3,550,566
AK3_PKc_E4_119.7,AK3,471,681
AK3_PKc_E5_40,AK3,203,234
AKT1_PKc_E10_129.13,AKT1,503,733
AKT1_PKc_E5_66.5,AKT1,248,374
AKT1_PKc_E6_132.15,AKT1,356,271
AKT1_PKc_E7_66.3,AKT1,304,359
AKT1_PKc_E8_69.2,AKT1,661,856
AKT1_PKc_E9_126.3,AKT1,408,638
AKT2_PKc_E10_129.1,AKT2,282,249
AKT2_PKc_E11_215.3,AKT2,175,354
AKT2_PKc_E6_120.14,AKT2,330,533
AKT2_PKc_E7_66.3,AKT2,188,303
AKT2_PKc_E8_69.8,AKT2,1103,1191
AKT2_PKc_E9_123.8,AKT2,485,641
AKT3_PKc_E10_215.1,AKT3,186,141
AKT3_PKc_E4_36,AKT3,453,679
AKT3_PKc_E5_132.2,AKT3,687,997
AKT3_PKc_E7_69.7,AKT3,1114,1273
AKT3_PKc_E8_123.3,AKT3,794,1178
AKT3_PKc_E9_129.5,AKT3,438,860
ALK_PKc_E20_35,ALK,540,840
ALK_PKc_E21_91.12,ALK,120,173
ALK_PKc_E22_65.1,ALK,360,448
ALK_PKc_E23_130,ALK,1061,1858
ALK_PKc_E24_98.8,ALK,709,1104
ALK_PKc_E25_93.7,ALK,855,930
AMHR2_PKc_E10_137.5,AMHR2,731,1004
AMHR2_PKc_E11_108.5,AMHR2,607,876
AMHR2_PKc_E6_231.14,AMHR2,311,428
AMHR2_PKc_E7_115.1,AMHR2,801,1196
AMHR2_PKc_E8_173.31,AMHR2,921,1534
AMHR2_PKc_E9_148.14,AMHR2,264,317
ANKK1_PKc_E1_113.15,ANKK1,365,773
ANKK1_PKc_E1_113.4,ANKK1,1149,1652
ANKK1_PKc_E2_295.2,ANKK1,513,854
ANKK1_PKc_E3_152.22,ANKK1,444,674
ANKK1_PKc_E5_156.2,ANKK1,292,352
ANKK1_PKc_E6_41,ANKK1,466,853
ARAF_PKc_E10_152.4,ARAF,679,919
ARAF_PKc_E10_152.5,ARAF,376,611
ARAF_PKc_E11_177.1,ARAF,200,412
ARAF_PKc_E11_177.9,ARAF,364,527
ARAF_PKc_E12_47,ARAF,492,643
ARAF_PKc_E14_132.7,ARAF,1102,900
ATM_PKc_E60_115.5,ATM,441,463
ATM_PKc_E60_115.6,ATM,175,310
ATM_PKc_E61_64,ATM,208,289
ATM_PKc_E61_64.1,ATM,341,500
ATM_PKc_E62_36,ATM,635,482
ATM_PKc_E62_36.1,ATM,289,611
ATR_PKc_E41_144.3,ATR,259,439
ATR_PKc_E42_151.4,ATR,803,1296
ATR_PKc_E43_157.9,ATR,750,727
ATR_PKc_E44_154.6,ATR,325,291
ATR_PKc_E45_152,ATR,352,312
ATR_PKc_E46_46.1,ATR,563,699
AURKA_PKc_E10_175.19,AURKA,602,677
AURKA_PKc_E7_188.1,AURKA,584,244
AURKA_PKc_E7_188.1,AURKA,259,517
AURKA_PKc_E8_139,AURKA,327,523
AURKA_PKc_E8_139.6,AURKA,480,455
AURKA_PKc_E9_149.6,AURKA,442,745
AURKB_PKc_E5_191.1,AURKB,607,908
AURKB_PKc_E5_191.2,AURKB,313,485
AURKB_PKc_E6_139.5,AURKB,479,452
AURKB_PKc_E7_149.8,AURKB,726,687
AURKB_PKc_E8_175.4,AURKB,348,448
AURKB_PKc_E9_156.14,AURKB,642,795
AURKC_PKc_E3_191.2,AURKC,383,575
AURKC_PKc_E3_191.21,AURKC,165,315
AURKC_PKc_E4_139.1,AURKC,545,641
AURKC_PKc_E5_149.13,AURKC,135,136
AURKC_PKc_E6_175.14,AURKC,401,715
AURKC_PKc_E7_156.13,AURKC,374,721
AXL_PKc_E13_31,AXL,239,204
AXL_PKc_E14_78.7,AXL,409,601
AXL_PKc_E15_93.5,AXL,649,651
AXL_PKc_E16_122.7,AXL,384,489
AXL_PKc_E17_110.5,AXL,231,273
AXL_PKc_E18_160.14,AXL,594,684
BCR_PKc_E1_1278.13,BCR,149,164
BCR_PKc_E1_1278.203,BCR,181,179
BCR_PKc_E1_1278.242,BCR,429,523
BCR_PKc_E1_1278.57,BCR,1,1
BCR_PKc_E1_1278.9,BCR,187,176
BCR_PKc_E1_1278.96,BCR,723,923
BLK_PKc_E10_77.4,BLK,576,839
BLK_PKc_E11_151.13,BLK,257,231
BLK_PKc_E12_132.4,BLK,410,534
BLK_PKc_E13_176.19,BLK,385,525
BLK_PKc_E8_76.7,BLK,236,444
BLK_PKc_E9_180.11,BLK,616,827
BMP2K_PKc_E1_40.1,BMP2K,576,667
BMP2K_PKc_E2_119.7,BMP2K,229,390
BMP2K_PKc_E3_106.5,BMP2K,306,307
BMP2K_PKc_E4_143.5,BMP2K,622,816
BMP2K_PKc_E5_122.2,BMP2K,657,779
BMP2K_PKc_E6_82.7,BMP2K,303,154
BMPR1A_PKc_E10_298,BMPR1A,201,182
BMPR1A_PKc_E10_298.1,BMPR1A,783,996
BMPR1A_PKc_E11_176.18,BMPR1A,282,323
BMPR1A_PKc_E11_176.4,BMPR1A,660,983
BMPR1A_PKc_E13_99.2,BMPR1A,190,320
BMPR1A_PKc_E13_99.3,BMPR1A,315,512
BMPR1B_PKc_E10_131.6,BMPR1B,888,817
BMPR1B_PKc_E11_123.7,BMPR1B,668,815
BMPR1B_PKc_E7_187.11,BMPR1B,419,483
BMPR1B_PKc_E7_187.4,BMPR1B,382,413
BMPR1B_PKc_E8_298.19,BMPR1B,708,1067
BMPR1B_PKc_E9_176,BMPR1B,954,1267
BMPR2_PKc_E10_137.6,BMPR2,623,719
BMPR2_PKc_E11_99.2,BMPR2,592,546
BMPR2_PKc_E6_231,BMPR2,512,784
BMPR2_PKc_E6_231.14,BMPR2,90,185
BMPR2_PKc_E7_115.4,BMPR2,756,1076
BMPR2_PKc_E7_115.6,BMPR2,459,877
BRAF_PKc_E12_85.2,BRAF,475,448
BRAF_PKc_E13_177.6,BRAF,482,668
BRAF_PKc_E14_47.1,BRAF,965,1151
BRAF_PKc_E15_119.2,BRAF,697,764
BRAF_PKc_E16_132.5,BRAF,415,582
BRAF_PKc_E17_135,BRAF,180,402
BRSK1_PKc_E1_43.4,BRSK1,461,311
BRSK1_PKc_E2_95.4,BRSK1,587,708
BRSK1_PKc_E3_86,BRSK1,320,287
BRSK1_PKc_E4_141.5,BRSK1,252,343
BRSK1_PKc_E5_117.2,BRSK1,356,419
BRSK1_PKc_E6_34,BRSK1,289,343
BRSK2_PKc_E1_43.7,BRSK2,227,496
BRSK2_PKc_E2_95.4,BRSK2,320,468
BRSK2_PKc_E3_86.2,BRSK2,346,476
BRSK2_PKc_E4_141.11,BRSK2,144,213
BRSK2_PKc_E5_117.9,BRSK2,327,339
BRSK2_PKc_E6_34.3,BRSK2,727,945
BTK_PKc_E14_161.16,BTK,665,1059
BTK_PKc_E15_217.14,BTK,895,766
BTK_PKc_E16_65,BTK,515,564
BTK_PKc_E17_119.1,BTK,486,1149
BTK_PKc_E18_158.4,BTK,850,1669
BTK_PKc_E19_48,BTK,78,124
BUB1_PKc_E20_108.7,BUB1,278,557
BUB1_PKc_E21_162.7,BUB1,279,214
BUB1_PKc_E22_158.8,BUB1,1026,1557
BUB1_PKc_E23_172.2,BUB1,688,1096
BUB1_PKc_E24_107,BUB1,706,708
BUB1_PKc_E25_157.4,BUB1,792,935
BUB1B_PKc_E17_37,BUB1B,771,1143
BUB1B_PKc_E18_101.2,BUB1B,301,346
BUB1B_PKc_E19_150.8,BUB1B,323,462
BUB1B_PKc_E20_143.5,BUB1B,556,476
BUB1B_PKc_E21_172.12,BUB1B,768,528
BUB1B_PKc_E22_107.9,BUB1B,940,1128
CAMK1_PKc_E2_38,CAMK1,429,403
CAMK1_PKc_E3_132.17,CAMK1,299,508
CAMK1_PKc_E4_75.9,CAMK1,1069,1529
CAMK1_PKc_E5_139,CAMK1,308,487
CAMK1_PKc_E6_127.1,CAMK1,1134,1335
CAMK1_PKc_E7_76.4,CAMK1,692,690
CAMK1D_PKc_E1_59,CAMK1D,591,1076
CAMK1D_PKc_E2_132.3,CAMK1D,124,134
CAMK1D_PKc_E3_75.1,CAMK1D,922,1269
CAMK1D_PKc_E4_139.1,CAMK1D,314,349
CAMK1D_PKc_E5_127.8,CAMK1D,871,892
CAMK1D_PKc_E6_76.2,CAMK1D,661,999
CAMK1G_PKc_E10_82,CAMK1G,1030,1280
CAMK1G_PKc_E10_82.8,CAMK1G,200,360
CAMK1G_PKc_E2_38,CAMK1G,285,488
CAMK1G_PKc_E2_38.1,CAMK1G,314,520
CAMK1G_PKc_E3_129.2,CAMK1G,599,702
CAMK1G_PKc_E3_129.8,CAMK1G,108,267
CAMK2A_PKc_E2_95,CAMK2A,305,399
CAMK2A_PKc_E3_60,CAMK2A,509,833
CAMK2A_PKc_E4_55.3,CAMK2A,1430,2169
CAMK2A_PKc_E5_66.6,CAMK2A,457,355
CAMK2A_PKc_E6_73.3,CAMK2A,1254,1371
CAMK2A_PKc_E7_103.16,CAMK2A,710,1150
CAMK2B_PKc_E1_32,CAMK2B,533,690
CAMK2B_PKc_E2_95.3,CAMK2B,580,617
CAMK2B_PKc_E3_60.2,CAMK2B,507,839
CAMK2B_PKc_E4_55,CAMK2B,769,1125
CAMK2B_PKc_E5_66.1,CAMK2B,353,515
CAMK2B_PKc_E6_73.6,CAMK2B,864,1202
CAMK2D_PKc_E1_32,CAMK2D,536,567
CAMK2D_PKc_E2_95.4,CAMK2D,654,1239
CAMK2D_PKc_E3_60,CAMK2D,120,283
CAMK2D_PKc_E4_55.2,CAMK2D,618,1291
CAMK2D_PKc_E5_66,CAMK2D,225,235
CAMK2D_PKc_E6_73.1,CAMK2D,313,567
CAMK2G_PKc_E1_32.1,CAMK2G,384,392
CAMK2G_PKc_E2_95.4,CAMK2G,421,468
CAMK2G_PKc_E3_60.2,CAMK2G,98,120
CAMK2G_PKc_E4_55.3,CAMK2G,615,740
CAMK2G_PKc_E5_66.2,CAMK2G,307,421
CAMK2G_PKc_E6_73.1,CAMK2G,598,375
CAMK4_PKc_E1_38.2,CAMK4,354,744
CAMK4_PKc_E2_79.4,CAMK4,174,360
CAMK4_PKc_E3_63,CAMK4,273,573
CAMK4_PKc_E4_83.1,CAMK4,862,625
CAMK4_PKc_E5_73.1,CAMK4,483,747
CAMK4_PKc_E6_91.4,CAMK4,462,687
CAMKK1_PKc_E3_30,CAMKK1,684,1132
CAMKK1_PKc_E4_54.2,CAMKK1,575,563
CAMKK1_PKc_E5_52,CAMKK1,351,571
CAMKK1_PKc_E6_134.7,CAMKK1,335,331
CAMKK1_PKc_E7_37,CAMKK1,610,916
CAMKK1_PKc_E9_89.4,CAMKK1,1116,1780
CAMKK2_PKc_E3_36,CAMKK2,926,1718
CAMKK2_PKc_E4_54,CAMKK2,958,1194
CAMKK2_PKc_E5_52.1,CAMKK2,235,478
CAMKK2_PKc_E6_134.7,CAMKK2,176,193
CAMKK2_PKc_E7_37.3,CAMKK2,1,1
CAMKK2_PKc_E9_89.6,CAMKK2,292,394
CAMKV_PKc_E3_132.12,CAMKV,437,444
CAMKV_PKc_E3_132.8,CAMKV,339,342
CAMKV_PKc_E4_75.2,CAMKV,348,387
CAMKV_PKc_E4_75.5,CAMKV,691,732
CAMKV_PKc_E5_139.14,CAMKV,634,1042
CAMKV_PKc_E6_121.12,CAMKV,800,1298
CASK_PKc_E3_106,CASK,683,766
CASK_PKc_E3_106.2,CASK,412,813
CASK_PKc_E5_73,CASK,889,1135
CASK_PKc_E5_73.1,CASK,174,183
CASK_PKc_E6_103.2,CASK,434,657
CASK_PKc_E8_123.4,CASK,727,774
CDC42BPA_PKc_E1_169.4,CDC42BPA,700,626
CDC42BPA_PKc_E2_92.2,CDC42BPA,181,209
CDC42BPA_PKc_E3_84,CDC42BPA,253,235
CDC42BPA_PKc_E4_96,CDC42BPA,378,495
CDC42BPA_PKc_E5_149.8,CDC42BPA,619,767
CDC42BPA_PKc_E6_94.3,CDC42BPA,754,1030
CDC42BPB_PKc_E1_169.12,CDC42BPB,594,794
CDC42BPB_PKc_E2_92.2,CDC42BPB,625,719
CDC42BPB_PKc_E3_84.2,CDC42BPB,616,818
CDC42BPB_PKc_E4_96.3,CDC42BPB,289,398
CDC42BPB_PKc_E5_149.5,CDC42BPB,87,192
CDC42BPB_PKc_E6_94.2,CDC42BPB,226,349
CDC42BPG_PKc_E2_48.1,CDC42BPG,409,314
CDC42BPG_PKc_E3_84.3,CDC42BPG,691,1000
CDC42BPG_PKc_E4_96.3,CDC42BPG,212,264
CDC42BPG_PKc_E5_149.5,CDC42BPG,241,303
CDC42BPG_PKc_E6_94.3,CDC42BPG,617,519
CDC42BPG_PKc_E7_201.27,CDC42BPG,140,103
CDC7_PKc_E3_34,CDC7,343,504
CDC7_PKc_E4_136.1,CDC7,603,409
CDC7_PKc_E5_94.1,CDC7,558,315
CDC7_PKc_E6_143.7,CDC7,180,241
CDC7_PKc_E7_250.6,CDC7,734,477
CDC7_PKc_E8_96.2,CDC7,171,345
CDK1_PKc_E2_37.1,CDK1,706,1301
CDK1_PKc_E4_124.1,CDK1,591,674
CDK1_PKc_E6_164,CDK1,309,398
CDK10_PKc_E2_70.1,CDK10,282,330
CDK10_PKc_E3_72.5,CDK10,279,169
CDK10_PKc_E4_103.11,CDK10,893,823
CDK10_PKc_E5_82.4,CDK10,427,335
CDK10_PKc_E6_68.2,CDK10,151,125
CDK10_PKc_E7_53.1,CDK10,464,803
CDK11A_PKc_E13_122.13,CDK11A,666,643
CDK11A_PKc_E13_122.15,CDK11A,389,652
CDK11A_PKc_E14_106.1,CDK11A,313,415
CDK11A_PKc_E15_122.4,CDK11A,388,602
CDK11A_PKc_E16_108.16,CDK11A,446,156
CDK11A_PKc_E18_149.14,CDK11A,918,1108
CDK11B_PKc_E13_122.7,CDK11B,138,380
CDK11B_PKc_E14_106.1,CDK11B,481,740
CDK11B_PKc_E15_122.1,CDK11B,456,659
CDK11B_PKc_E16_108.16,CDK11B,113,243
CDK11B_PKc_E17_117.11,CDK11B,743,1054
CDK11B_PKc_E18_149.2,CDK11B,442,598
CDK12_PKc_E4_94.7,CDK12,637,825
CDK12_PKc_E5_171.8,CDK12,391,439
CDK12_PKc_E6_190.11,CDK12,222,320
CDK12_PKc_E7_57,CDK12,943,1365
CDK12_PKc_E8_102.1,CDK12,485,274
CDK12_PKc_E9_78.1,CDK12,462,806
CDK13_PKc_E4_94.2,CDK13,640,1028
CDK13_PKc_E5_171,CDK13,140,347
CDK13_PKc_E6_190.2,CDK13,632,1090
CDK13_PKc_E7_57,CDK13,519,834
CDK13_PKc_E8_102.1,CDK13,718,1132
CDK13_PKc_E9_78.2,CDK13,514,567
CDK14_PKc_E4_80.5,CDK14,587,851
CDK14_PKc_E5_80.5,CDK14,551,551
CDK14_PKc_E6_95.1,CDK14,730,1077
CDK14_PKc_E7_63.2,CDK14,1097,1348
CDK14_PKc_E8_124.5,CDK14,180,182
CDK14_PKc_E9_121.7,CDK14,414,694
CDK15_PKc_E3_65.5,CDK15,477,459
CDK15_PKc_E4_80.2,CDK15,1153,1300
CDK15_PKc_E5_95.2,CDK15,274,202
CDK15_PKc_E6_63.4,CDK15,370,468
CDK15_PKc_E7_124.3,CDK15,340,464
CDK15_PKc_E8_121,CDK15,618,604
CDK16_PKc_E10_121.7,CDK16,307,255
CDK16_PKc_E5_36,CDK16,668,1046
CDK16_PKc_E6_115.13,CDK16,358,595
CDK16_PKc_E7_95.4,CDK16,858,965
CDK16_PKc_E8_63.4,CDK16,510,518
CDK16_PKc_E9_124.3,CDK16,842,932
CDK17_PKc_E10_124.1,CDK17,829,918
CDK17_PKc_E11_121.4,CDK17,652,1133
CDK17_PKc_E6_48.2,CDK17,639,1083
CDK17_PKc_E7_115.3,CDK17,331,581
CDK17_PKc_E8_95.2,CDK17,527,606
CDK17_PKc_E9_63.2,CDK17,454,555
CDK18_PKc_E10_121.12,CDK18,563,797
CDK18_PKc_E5_45,CDK18,174,415
CDK18_PKc_E6_115.5,CDK18,68,179
CDK18_PKc_E7_95.9,CDK18,428,877
CDK18_PKc_E8_63.3,CDK18,461,557
CDK18_PKc_E9_124.19,CDK18,666,753
CDK2_PKc_E1_116.9,CDK2,114,69
CDK2_PKc_E2_78.3,CDK2,549,242
CDK2_PKc_E3_121.2,CDK2,239,234
CDK2_PKc_E4_171.1,CDK2,645,983
CDK2_PKc_E5_102.12,CDK2,396,597
CDK2_PKc_E6_204.3,CDK2,387,467
CDK20_PKc_E1_75.1,CDK20,273,362
CDK20_PKc_E2_114.2,CDK20,328,448
CDK20_PKc_E3_189.5,CDK20,288,425
CDK20_PKc_E4_122.2,CDK20,545,745
CDK20_PKc_E5_63.6,CDK20,657,826
CDK20_PKc_E6_124.5,CDK20,678,944
CDK3_PKc_E2_116.4,CDK3,752,1121
CDK3_PKc_E3_78.3,CDK3,682,600
CDK3_PKc_E4_121,CDK3,628,1014
CDK3_PKc_E5_171.11,CDK3,419,443
CDK3_PKc_E6_102,CDK3,411,687
CDK3_PKc_E7_204.1,CDK3,713,917
CDK4_PKc_E2_206.14,CDK4,667,249
CDK4_PKc_E3_136.21,CDK4,331,248
CDK4_PKc_E4_168.12,CDK4,945,665
CDK4_PKc_E5_110.4,CDK4,771,491
CDK4_PKc_E6_51,CDK4,319,510
CDK4_PKc_E7_136.28,CDK4,163,149
CDK5_PKc_E1_37.2,CDK5,381,518
CDK5_PKc_E2_89.3,CDK5,387,358
CDK5_PKc_E3_68,CDK5,79,158
CDK5_PKc_E5_57.1,CDK5,678,919
CDK5_PKc_E6_96.4,CDK5,568,752
CDK5_PKc_E7_75.5,CDK5,328,267
CDK6_PKc_E2_203.31,CDK6,508,438
CDK6_PKc_E3_136.2,CDK6,256,287
CDK6_PKc_E4_168.11,CDK6,1441,1534
CDK6_PKc_E5_110.8,CDK6,93,194
CDK6_PKc_E6_51.2,CDK6,419,1008
CDK6_PKc_E7_136.3,CDK6,713,860
CDK7_PKc_E1_48,CDK7,526,697
CDK7_PKc_E2_60.3,CDK7,542,387
CDK7_PKc_E4_68.3,CDK7,584,607
CDK7_PKc_E5_69.2,CDK7,281,537
CDK7_PKc_E6_111.3,CDK7,524,545
CDK7_PKc_E7_119.11,CDK7,225,281
CDK9_PKc_E1_77.1,CDK9,701,629
CDK9_PKc_E1_77.4,CDK9,703,979
CDK9_PKc_E4_167.13,CDK9,1114,1482
CDK9_PKc_E6_149.13,CDK9,571,798
CDK9_PKc_E7_192.9,CDK9,517,845
CDKL1_PKc_E1_165.12,CDKL1,475,710
CDKL1_PKc_E2_122,CDKL1,362,749
CDKL1_PKc_E3_73.1,CDKL1,495,431
CDKL1_PKc_E4_91.3,CDKL1,705,1285
CDKL1_PKc_E5_201.9,CDKL1,785,1137
CDKL1_PKc_E6_83.1,CDKL1,297,486
CDKL2_PKc_E2_165.1,CDKL2,439,699
CDKL2_PKc_E3_195.7,CDKL2,491,642
CDKL2_PKc_E4_179.16,CDKL2,342,622
CDKL2_PKc_E5_113.6,CDKL2,296,294
CDKL2_PKc_E6_140,CDKL2,443,552
CDKL2_PKc_E7_66.4,CDKL2,322,482
CDKL3_PKc_E2_162.7,CDKL3,608,763
CDKL3_PKc_E3_195.2,CDKL3,582,869
CDKL3_PKc_E4_179.6,CDKL3,428,596
CDKL3_PKc_E5_113.2,CDKL3,250,454
CDKL3_PKc_E6_140.5,CDKL3,625,1086
CDKL3_PKc_E7_66.1,CDKL3,410,716
CDKL4_PKc_E1_165.9,CDKL4,639,810
CDKL4_PKc_E2_122,CDKL4,455,736
CDKL4_PKc_E3_73,CDKL4,720,1224
CDKL4_PKc_E4_91.2,CDKL4,308,517
CDKL4_PKc_E5_198.19,CDKL4,618,767
CDKL4_PKc_E6_83.2,CDKL4,292,420
CDKL5_PKc_E2_34,CDKL5,785,1340
CDKL5_PKc_E3_35,CDKL5,1531,2030
CDKL5_PKc_E4_46,CDKL5,521,812
CDKL5_PKc_E5_137.5,CDKL5,742,917
CDKL5_PKc_E6_121.2,CDKL5,885,1135
CDKL5_PKc_E7_60,CDKL5,898,1220
CHEK1_PKc_E2_65.4,CHEK1,434,113
CHEK1_PKc_E3_224.1,CHEK1,645,1189
CHEK1_PKc_E4_65.6,CHEK1,561,440
CHEK1_PKc_E5_70.1,CHEK1,261,323
CHEK1_PKc_E6_189.6,CHEK1,518,827
CHEK1_PKc_E7_105.1,CHEK1,1022,1221
CHEK2_PKc_E10_87.3,CHEK2,256,606
CHEK2_PKc_E5_47.1,CHEK2,445,611
CHEK2_PKc_E6_109.1,CHEK2,213,393
CHEK2_PKc_E7_54.1,CHEK2,222,442
CHEK2_PKc_E8_62.1,CHEK2,432,455
CHEK2_PKc_E9_100.2,CHEK2,190,350
CHUK_PKc_E1_63.6,CHUK,562,635
CHUK_PKc_E2_95.2,CHUK,697,885
CHUK_PKc_E3_115,CHUK,314,451
CHUK_PKc_E4_70.2,CHUK,198,238
CHUK_PKc_E5_89,CHUK,285,237
CHUK_PKc_E6_90.5,CHUK,299,555
CIT_PKc_E4_132.1,CIT,272,430
CIT_PKc_E5_102.1,CIT,631,611
CIT_PKc_E6_143.9,CIT,299,362
CIT_PKc_E7_94,CIT,840,1258
CIT_PKc_E8_204,CIT,708,1187
CIT_PKc_E9_154.9,CIT,374,462
CLK1_PKc_E4_40,CLK1,294,311
CLK1_PKc_E5_67,CLK1,314,529
CLK1_PKc_E6_117.1,CLK1,250,211
CLK1_PKc_E7_167.7,CLK1,548,724
CLK1_PKc_E8_95,CLK1,663,1207
CLK1_PKc_E9_130.1,CLK1,1342,1540
CLK2_PKc_E10_83.3,CLK2,522,714
CLK2_PKc_E4_40,CLK2,600,730
CLK2_PKc_E5_67,CLK2,295,449
CLK2_PKc_E6_117.1,CLK2,721,768
CLK2_PKc_E7_167.4,CLK2,581,949
