59355597	LMAN1	302	1528
50302084	L2HGDH	389	2119
49682255	PRMT1	1071	885
190098872	BRINP3	480	1195
12821493	LURAP1L	331	1652
62667580	LBHD1	457	797
31302187	CDH6	534	1429
130763176	AMER3	613	1282
160394979	ZBED8	435	1034
173840964	DARS2	792	2153
58793611	BICC1	780	3592
164915927	SLC38A11	774	2186
130522106	CFC1B	293	1110
35777905	ARHGAP33	402	1728
25128562	LCMT1	330	874
1827287	REXO1	1087	2913
112445208	ZDHHC6	662	2058
991150	SLC26A1	422	2348
90879877	FURIN	516	1037
176156102	WDR17	155	741
21162898	KIZ	249	1126
4796291	PSMB6	276	404
37568171	CDC42EP1	360	776
39374540	SYNGR1	477	1235
55903387	WIBG	561	1676
87625752	KLHL4	979	3128
150753535	DCTN4	950	2840
109007079	MORC1	401	1585
174231252	RABGAP1L	665	2768
74581757	M1AP	551	1493
70300885	FAM136A	558	1464
56525228	ZNF471	278	716
11444090	FAM167A	836	3599
6241778	IL33	252	702
26862424	AQP4	400	1046
15N	Non-Targeting_Control	747	2711
207067659	PFKFB2	797	3543
198529158	ATP6V1G3	1160	2739
45175976	PI3	565	2326
25727012	HIST1H2BA	399	1469
30690908	NRM	301	701
15422988	SNAPC3	246	642
9997196	CLEC1B	451	1227
65627237	ARMC1	1025	3706
24666778	TDP2	325	818
90972882	EPYC	1142	4611
43354355	CD177	330	1676
3015935	CLDN6	634	1265
163350494	NPY5R	900	3337
123662178	LMOD2	418	1110
12570232	MKRN2	431	1412
212836053	SPATA45	887	2676
187197648	RTP1	470	1839
50858048	KLK3	644	1767
109166953	ACACB	441	1564
12987181	HEBP1	900	1976
44717258	GNPDA2	777	2877
69647180	UGT2A1	1322	4523
100219093	CHUK	840	3587
37223251	CEBPZ	545	387
56442630	ZNF667	796	3379
53273929	SCFD2	874	3102
42756774	CHRNA6	902	2850
149946427	ULBP2	1159	2642
32530170	HLA-DRB5	765	2690
30166531	CLDN17	433	1288
26208483	CBX3	370	1335
5254486	HBG2	658	1804
49059028	TRIM64C	751	2601
111112331	PVRL3	598	2282
28049684	FLT3	1432	4389
