sgRNA,Gene,DLD1__Ts2.8_D0,DLD1__Ts2.8_D10
AAK1_PKc_E2_40.1,AAK1,782,880
AAK1_PKc_E3_119.6,AAK1,304,272
AAK1_PKc_E4_109.3,AAK1,407,456
AAK1_PKc_E5_143.1,AAK1,359,401
AAK1_PKc_E6_122,AAK1,493,578
AAK1_PKc_E7_82.6,AAK1,525,561
AATK_PKc_E4_36,AATK,314,98
AATK_PKc_E5_119.11,AATK,546,689
AATK_PKc_E6_88.9,AATK,910,1092
AATK_PKc_E7_134.11,AATK,442,551
AATK_PKc_E8_85.7,AATK,849,807
AATK_PKc_E9_122.1,AATK,841,624
ABL1_PKc_E4_120.11,ABL1,503,546
ABL1_PKc_E5_85,ABL1,1414,1825
ABL1_PKc_E6_178.11,ABL1,801,1276
ABL1_PKc_E7_185.15,ABL1,841,1093
ABL1_PKc_E8_153.18,ABL1,1192,1685
ABL1_PKc_E9_68,ABL1,1021,992
ABL2_PKc_E10_68.4,ABL2,486,495
ABL2_PKc_E5_120.8,ABL2,250,228
ABL2_PKc_E6_85.1,ABL2,508,482
ABL2_PKc_E7_178.9,ABL2,665,758
ABL2_PKc_E8_185,ABL2,384,379
ABL2_PKc_E9_153.7,ABL2,1077,1539
ACVR1_PKc_E10_131,ACVR1,889,932
ACVR1_PKc_E11_102.2,ACVR1,761,973
ACVR1_PKc_E6_40,ACVR1,648,737
ACVR1_PKc_E7_147.15,ACVR1,687,812
ACVR1_PKc_E8_276.19,ACVR1,230,288
ACVR1_PKc_E9_198.4,ACVR1,422,662
ACVR1B_PKc_E10_102.5,ACVR1B,329,621
ACVR1B_PKc_E4_193.4,ACVR1B,527,703
ACVR1B_PKc_E5_123.4,ACVR1B,857,949
ACVR1B_PKc_E6_168.13,ACVR1B,1138,1096
ACVR1B_PKc_E7_157.5,ACVR1B,774,872
ACVR1B_PKc_E9_131.14,ACVR1B,560,442
ACVR1C_PKc_E4_193.16,ACVR1C,582,768
ACVR1C_PKc_E5_168.6,ACVR1C,574,565
ACVR1C_PKc_E6_157.1,ACVR1C,544,723
ACVR1C_PKc_E7_125.7,ACVR1C,334,561
ACVR1C_PKc_E8_131.1,ACVR1C,869,1426
ACVR1C_PKc_E9_102.6,ACVR1C,1255,1550
ACVR2A_PKc_E10_131.1,ACVR2A,1200,1424
ACVR2A_PKc_E5_87.3,ACVR2A,387,542
ACVR2A_PKc_E6_144,ACVR2A,162,240
ACVR2A_PKc_E7_146.12,ACVR2A,473,483
ACVR2A_PKc_E8_115.6,ACVR2A,1249,1576
ACVR2A_PKc_E9_139.9,ACVR2A,858,1013
ACVRL1_PKc_E6_147.3,ACVRL1,567,600
ACVRL1_PKc_E6_147.8,ACVRL1,795,544
ACVRL1_PKc_E8_198.28,ACVRL1,236,240
ACVRL1_PKc_E8_198.4,ACVRL1,874,1255
ACVRL1_PKc_E9_131,ACVRL1,429,263
ACVRL1_PKc_E9_131.6,ACVRL1,654,761
ADCK1_PKc_E5_159.11,ADCK1,626,676
ADCK1_PKc_E5_159.31,ADCK1,617,839
ADCK1_PKc_E6_159.6,ADCK1,373,604
ADCK1_PKc_E7_117.13,ADCK1,504,628
ADCK1_PKc_E8_150.18,ADCK1,688,930
ADCK1_PKc_E9_99.4,ADCK1,996,1182
ADCK2_PKc_E1_534.7,ADCK2,244,354
ADCK2_PKc_E3_129.17,ADCK2,685,975
ADCK2_PKc_E4_96.5,ADCK2,451,506
ADCK2_PKc_E6_129.2,ADCK2,255,337
ADCK2_PKc_E7_54,ADCK2,1100,1193
ADCK2_PKc_E8_114.6,ADCK2,552,816
ADCK3_PKc_E10_94.9,ADCK3,630,879
ADCK3_PKc_E11_142.6,ADCK3,593,722
ADCK3_PKc_E12_108.8,ADCK3,753,762
ADCK3_PKc_E13_66.1,ADCK3,616,745
ADCK3_PKc_E8_141.23,ADCK3,666,730
ADCK3_PKc_E9_82.2,ADCK3,1263,1746
ADCK4_PKc_E10_94.6,ADCK4,328,284
ADCK4_PKc_E12_108.1,ADCK4,259,288
ADCK4_PKc_E13_66.2,ADCK4,907,774
ADCK4_PKc_E14_87.6,ADCK4,948,807
ADCK4_PKc_E8_141.12,ADCK4,521,572
ADCK4_PKc_E9_82.4,ADCK4,491,680
ADCK5_PKc_E10_82.1,ADCK5,661,749
ADCK5_PKc_E11_79.1,ADCK5,842,844
ADCK5_PKc_E12_52.5,ADCK5,328,440
ADCK5_PKc_E7_114.17,ADCK5,868,1232
ADCK5_PKc_E8_132.7,ADCK5,797,687
ADCK5_PKc_E9_84.2,ADCK5,728,615
ADRBK1_PKc_E10_79.2,ADRBK1,748,801
ADRBK1_PKc_E11_131.9,ADRBK1,524,654
ADRBK1_PKc_E12_95.3,ADRBK1,470,475
ADRBK1_PKc_E13_108.17,ADRBK1,1151,1116
ADRBK1_PKc_E8_80.4,ADRBK1,159,145
ADRBK1_PKc_E9_100.8,ADRBK1,837,919
ADRBK2_PKc_E10_79.5,ADRBK2,137,179
ADRBK2_PKc_E11_131.8,ADRBK2,709,1080
ADRBK2_PKc_E12_95.1,ADRBK2,1061,1258
ADRBK2_PKc_E13_108.5,ADRBK2,567,452
ADRBK2_PKc_E8_92.2,ADRBK2,447,553
ADRBK2_PKc_E9_100.2,ADRBK2,1047,1221
AK1_PKc_E3_28,AK1,806,812
AK1_PKc_E3_28.1,AK1,384,370
AK1_PKc_E4_164.19,AK1,901,979
AK1_PKc_E4_164.27,AK1,1506,1937
AK1_PKc_E5_117.13,AK1,682,645
AK1_PKc_E5_117.2,AK1,551,536
AK2_PKc_E6_159,AK2,746,873
AK2_PKc_E6_159.16,AK2,739,448
AK2_PKc_E6_159.17,AK2,385,338
AK2_PKc_E6_159.19,AK2,838,972
AK2_PKc_E6_159.21,AK2,606,549
AK2_PKc_E6_159.6,AK2,24,19
AK3_PKc_E1_127.14,AK3,875,1265
AK3_PKc_E1_127.18,AK3,414,470
AK3_PKc_E2_120.3,AK3,985,1067
AK3_PKc_E3_173.2,AK3,638,998
AK3_PKc_E4_119.7,AK3,612,671
AK3_PKc_E5_40,AK3,268,112
AKT1_PKc_E10_129.13,AKT1,680,874
AKT1_PKc_E5_66.5,AKT1,428,468
AKT1_PKc_E6_132.15,AKT1,445,472
AKT1_PKc_E7_66.3,AKT1,427,440
AKT1_PKc_E8_69.2,AKT1,808,917
AKT1_PKc_E9_126.3,AKT1,542,361
AKT2_PKc_E10_129.1,AKT2,386,330
AKT2_PKc_E11_215.3,AKT2,215,196
AKT2_PKc_E6_120.14,AKT2,548,401
AKT2_PKc_E7_66.3,AKT2,267,328
AKT2_PKc_E8_69.8,AKT2,1308,1208
AKT2_PKc_E9_123.8,AKT2,715,631
AKT3_PKc_E10_215.1,AKT3,215,298
AKT3_PKc_E4_36,AKT3,590,753
AKT3_PKc_E5_132.2,AKT3,840,1146
AKT3_PKc_E7_69.7,AKT3,1290,1691
AKT3_PKc_E8_123.3,AKT3,1025,1369
AKT3_PKc_E9_129.5,AKT3,760,861
ALK_PKc_E20_35,ALK,915,1041
ALK_PKc_E21_91.12,ALK,222,357
ALK_PKc_E22_65.1,ALK,386,526
ALK_PKc_E23_130,ALK,1550,1841
ALK_PKc_E24_98.8,ALK,918,1379
ALK_PKc_E25_93.7,ALK,1192,1230
AMHR2_PKc_E10_137.5,AMHR2,1064,1185
AMHR2_PKc_E11_108.5,AMHR2,753,792
AMHR2_PKc_E6_231.14,AMHR2,377,342
AMHR2_PKc_E7_115.1,AMHR2,1049,906
AMHR2_PKc_E8_173.31,AMHR2,1292,1426
AMHR2_PKc_E9_148.14,AMHR2,345,390
ANKK1_PKc_E1_113.15,ANKK1,529,690
ANKK1_PKc_E1_113.4,ANKK1,1582,1820
ANKK1_PKc_E2_295.2,ANKK1,676,973
ANKK1_PKc_E3_152.22,ANKK1,572,631
ANKK1_PKc_E5_156.2,ANKK1,336,483
ANKK1_PKc_E6_41,ANKK1,703,1001
ARAF_PKc_E10_152.4,ARAF,952,1032
ARAF_PKc_E10_152.5,ARAF,510,726
ARAF_PKc_E11_177.1,ARAF,310,328
ARAF_PKc_E11_177.9,ARAF,440,533
ARAF_PKc_E12_47,ARAF,630,920
ARAF_PKc_E14_132.7,ARAF,1412,1755
ATM_PKc_E60_115.5,ATM,684,557
ATM_PKc_E60_115.6,ATM,345,249
ATM_PKc_E61_64,ATM,267,226
ATM_PKc_E61_64.1,ATM,533,397
ATM_PKc_E62_36,ATM,684,593
ATM_PKc_E62_36.1,ATM,508,511
ATR_PKc_E41_144.3,ATR,420,60
ATR_PKc_E42_151.4,ATR,1078,79
ATR_PKc_E43_157.9,ATR,930,60
ATR_PKc_E44_154.6,ATR,423,4
ATR_PKc_E45_152,ATR,498,78
ATR_PKc_E46_46.1,ATR,830,146
AURKA_PKc_E10_175.19,AURKA,775,423
AURKA_PKc_E7_188.1,AURKA,614,11
AURKA_PKc_E7_188.1,AURKA,339,52
AURKA_PKc_E8_139,AURKA,576,218
AURKA_PKc_E8_139.6,AURKA,594,186
AURKA_PKc_E9_149.6,AURKA,653,905
AURKB_PKc_E5_191.1,AURKB,916,319
AURKB_PKc_E5_191.2,AURKB,380,36
AURKB_PKc_E6_139.5,AURKB,539,47
AURKB_PKc_E7_149.8,AURKB,922,1357
AURKB_PKc_E8_175.4,AURKB,425,3
AURKB_PKc_E9_156.14,AURKB,720,87
AURKC_PKc_E3_191.2,AURKC,547,729
AURKC_PKc_E3_191.21,AURKC,221,159
AURKC_PKc_E4_139.1,AURKC,695,964
AURKC_PKc_E5_149.13,AURKC,138,220
AURKC_PKc_E6_175.14,AURKC,584,552
AURKC_PKc_E7_156.13,AURKC,660,620
AXL_PKc_E13_31,AXL,276,134
AXL_PKc_E14_78.7,AXL,440,632
AXL_PKc_E15_93.5,AXL,827,904
AXL_PKc_E16_122.7,AXL,537,680
AXL_PKc_E17_110.5,AXL,310,287
AXL_PKc_E18_160.14,AXL,906,1073
BCR_PKc_E1_1278.13,BCR,264,165
BCR_PKc_E1_1278.203,BCR,262,204
BCR_PKc_E1_1278.242,BCR,634,564
BCR_PKc_E1_1278.57,BCR,1,1
BCR_PKc_E1_1278.9,BCR,191,127
BCR_PKc_E1_1278.96,BCR,901,991
BLK_PKc_E10_77.4,BLK,870,1211
BLK_PKc_E11_151.13,BLK,316,481
BLK_PKc_E12_132.4,BLK,544,871
BLK_PKc_E13_176.19,BLK,580,583
BLK_PKc_E8_76.7,BLK,364,476
BLK_PKc_E9_180.11,BLK,824,1180
BMP2K_PKc_E1_40.1,BMP2K,797,1039
BMP2K_PKc_E2_119.7,BMP2K,371,433
BMP2K_PKc_E3_106.5,BMP2K,457,550
BMP2K_PKc_E4_143.5,BMP2K,843,989
BMP2K_PKc_E5_122.2,BMP2K,865,1058
BMP2K_PKc_E6_82.7,BMP2K,435,687
BMPR1A_PKc_E10_298,BMPR1A,265,157
BMPR1A_PKc_E10_298.1,BMPR1A,1081,982
BMPR1A_PKc_E11_176.18,BMPR1A,479,494
BMPR1A_PKc_E11_176.4,BMPR1A,939,1128
BMPR1A_PKc_E13_99.2,BMPR1A,238,316
BMPR1A_PKc_E13_99.3,BMPR1A,473,544
BMPR1B_PKc_E10_131.6,BMPR1B,1204,1342
BMPR1B_PKc_E11_123.7,BMPR1B,879,1060
BMPR1B_PKc_E7_187.11,BMPR1B,540,584
BMPR1B_PKc_E7_187.4,BMPR1B,483,576
BMPR1B_PKc_E8_298.19,BMPR1B,1202,1289
BMPR1B_PKc_E9_176,BMPR1B,1416,1355
BMPR2_PKc_E10_137.6,BMPR2,891,1026
BMPR2_PKc_E11_99.2,BMPR2,734,851
BMPR2_PKc_E6_231,BMPR2,656,867
BMPR2_PKc_E6_231.14,BMPR2,100,74
BMPR2_PKc_E7_115.4,BMPR2,904,1265
BMPR2_PKc_E7_115.6,BMPR2,734,659
BRAF_PKc_E12_85.2,BRAF,585,601
BRAF_PKc_E13_177.6,BRAF,509,669
BRAF_PKc_E14_47.1,BRAF,1276,1647
BRAF_PKc_E15_119.2,BRAF,876,1065
BRAF_PKc_E16_132.5,BRAF,583,563
BRAF_PKc_E17_135,BRAF,188,149
BRSK1_PKc_E1_43.4,BRSK1,629,578
BRSK1_PKc_E2_95.4,BRSK1,751,918
BRSK1_PKc_E3_86,BRSK1,452,601
BRSK1_PKc_E4_141.5,BRSK1,440,495
BRSK1_PKc_E5_117.2,BRSK1,450,581
BRSK1_PKc_E6_34,BRSK1,430,563
BRSK2_PKc_E1_43.7,BRSK2,392,223
BRSK2_PKc_E2_95.4,BRSK2,502,591
BRSK2_PKc_E3_86.2,BRSK2,403,459
BRSK2_PKc_E4_141.11,BRSK2,209,296
BRSK2_PKc_E5_117.9,BRSK2,534,494
BRSK2_PKc_E6_34.3,BRSK2,984,981
BTK_PKc_E14_161.16,BTK,1040,1560
BTK_PKc_E15_217.14,BTK,1088,1042
BTK_PKc_E16_65,BTK,644,881
BTK_PKc_E17_119.1,BTK,797,819
BTK_PKc_E18_158.4,BTK,1190,1555
BTK_PKc_E19_48,BTK,146,170
BUB1_PKc_E20_108.7,BUB1,354,274
BUB1_PKc_E21_162.7,BUB1,388,145
BUB1_PKc_E22_158.8,BUB1,1305,825
BUB1_PKc_E23_172.2,BUB1,929,321
BUB1_PKc_E24_107,BUB1,828,97
BUB1_PKc_E25_157.4,BUB1,900,83
BUB1B_PKc_E17_37,BUB1B,939,1068
BUB1B_PKc_E18_101.2,BUB1B,292,17
BUB1B_PKc_E19_150.8,BUB1B,475,111
BUB1B_PKc_E20_143.5,BUB1B,728,365
BUB1B_PKc_E21_172.12,BUB1B,1025,136
BUB1B_PKc_E22_107.9,BUB1B,957,214
CAMK1_PKc_E2_38,CAMK1,537,824
CAMK1_PKc_E3_132.17,CAMK1,363,446
CAMK1_PKc_E4_75.9,CAMK1,1256,1806
CAMK1_PKc_E5_139,CAMK1,529,718
CAMK1_PKc_E6_127.1,CAMK1,1680,2040
CAMK1_PKc_E7_76.4,CAMK1,872,1275
CAMK1D_PKc_E1_59,CAMK1D,1043,1175
CAMK1D_PKc_E2_132.3,CAMK1D,194,216
CAMK1D_PKc_E3_75.1,CAMK1D,1102,1592
CAMK1D_PKc_E4_139.1,CAMK1D,338,539
CAMK1D_PKc_E5_127.8,CAMK1D,1087,1727
CAMK1D_PKc_E6_76.2,CAMK1D,749,1007
CAMK1G_PKc_E10_82,CAMK1G,1204,1354
CAMK1G_PKc_E10_82.8,CAMK1G,290,343
CAMK1G_PKc_E2_38,CAMK1G,497,832
CAMK1G_PKc_E2_38.1,CAMK1G,422,641
CAMK1G_PKc_E3_129.2,CAMK1G,770,1033
CAMK1G_PKc_E3_129.8,CAMK1G,236,259
CAMK2A_PKc_E2_95,CAMK2A,390,312
CAMK2A_PKc_E3_60,CAMK2A,852,1304
CAMK2A_PKc_E4_55.3,CAMK2A,2051,2400
CAMK2A_PKc_E5_66.6,CAMK2A,532,523
CAMK2A_PKc_E6_73.3,CAMK2A,1645,1653
CAMK2A_PKc_E7_103.16,CAMK2A,877,1344
CAMK2B_PKc_E1_32,CAMK2B,896,1097
CAMK2B_PKc_E2_95.3,CAMK2B,667,758
CAMK2B_PKc_E3_60.2,CAMK2B,757,799
CAMK2B_PKc_E4_55,CAMK2B,1109,1170
CAMK2B_PKc_E5_66.1,CAMK2B,502,430
CAMK2B_PKc_E6_73.6,CAMK2B,1335,1582
CAMK2D_PKc_E1_32,CAMK2D,671,889
CAMK2D_PKc_E2_95.4,CAMK2D,835,1215
CAMK2D_PKc_E3_60,CAMK2D,277,459
CAMK2D_PKc_E4_55.2,CAMK2D,959,1412
CAMK2D_PKc_E5_66,CAMK2D,267,260
CAMK2D_PKc_E6_73.1,CAMK2D,477,659
CAMK2G_PKc_E1_32.1,CAMK2G,457,447
CAMK2G_PKc_E2_95.4,CAMK2G,513,669
CAMK2G_PKc_E3_60.2,CAMK2G,170,177
CAMK2G_PKc_E4_55.3,CAMK2G,992,979
CAMK2G_PKc_E5_66.2,CAMK2G,378,353
CAMK2G_PKc_E6_73.1,CAMK2G,907,735
CAMK4_PKc_E1_38.2,CAMK4,617,697
CAMK4_PKc_E2_79.4,CAMK4,240,213
CAMK4_PKc_E3_63,CAMK4,574,555
CAMK4_PKc_E4_83.1,CAMK4,872,1122
CAMK4_PKc_E5_73.1,CAMK4,716,886
CAMK4_PKc_E6_91.4,CAMK4,717,855
CAMKK1_PKc_E3_30,CAMKK1,817,911
CAMKK1_PKc_E4_54.2,CAMKK1,699,769
CAMKK1_PKc_E5_52,CAMKK1,412,497
CAMKK1_PKc_E6_134.7,CAMKK1,432,397
CAMKK1_PKc_E7_37,CAMKK1,922,933
CAMKK1_PKc_E9_89.4,CAMKK1,1460,1848
CAMKK2_PKc_E3_36,CAMKK2,1300,1448
CAMKK2_PKc_E4_54,CAMKK2,1224,1275
CAMKK2_PKc_E5_52.1,CAMKK2,352,386
CAMKK2_PKc_E6_134.7,CAMKK2,196,249
CAMKK2_PKc_E7_37.3,CAMKK2,1,1
CAMKK2_PKc_E9_89.6,CAMKK2,489,693
CAMKV_PKc_E3_132.12,CAMKV,620,722
CAMKV_PKc_E3_132.8,CAMKV,455,399
CAMKV_PKc_E4_75.2,CAMKV,490,497
CAMKV_PKc_E4_75.5,CAMKV,881,761
CAMKV_PKc_E5_139.14,CAMKV,878,801
CAMKV_PKc_E6_121.12,CAMKV,966,1272
CASK_PKc_E3_106,CASK,972,1260
CASK_PKc_E3_106.2,CASK,636,750
CASK_PKc_E5_73,CASK,1139,1687
CASK_PKc_E5_73.1,CASK,252,249
CASK_PKc_E6_103.2,CASK,580,878
CASK_PKc_E8_123.4,CASK,877,1211
CDC42BPA_PKc_E1_169.4,CDC42BPA,1025,1316
CDC42BPA_PKc_E2_92.2,CDC42BPA,309,410
CDC42BPA_PKc_E3_84,CDC42BPA,299,300
CDC42BPA_PKc_E4_96,CDC42BPA,531,791
CDC42BPA_PKc_E5_149.8,CDC42BPA,735,952
CDC42BPA_PKc_E6_94.3,CDC42BPA,970,1210
CDC42BPB_PKc_E1_169.12,CDC42BPB,636,703
CDC42BPB_PKc_E2_92.2,CDC42BPB,894,948
CDC42BPB_PKc_E3_84.2,CDC42BPB,845,910
CDC42BPB_PKc_E4_96.3,CDC42BPB,474,933
CDC42BPB_PKc_E5_149.5,CDC42BPB,180,163
CDC42BPB_PKc_E6_94.2,CDC42BPB,374,316
CDC42BPG_PKc_E2_48.1,CDC42BPG,331,372
CDC42BPG_PKc_E3_84.3,CDC42BPG,878,826
CDC42BPG_PKc_E4_96.3,CDC42BPG,347,182
CDC42BPG_PKc_E5_149.5,CDC42BPG,436,352
CDC42BPG_PKc_E6_94.3,CDC42BPG,712,864
CDC42BPG_PKc_E7_201.27,CDC42BPG,161,163
CDC7_PKc_E3_34,CDC7,441,191
CDC7_PKc_E4_136.1,CDC7,778,197
CDC7_PKc_E5_94.1,CDC7,560,92
CDC7_PKc_E6_143.7,CDC7,261,5
CDC7_PKc_E7_250.6,CDC7,756,287
CDC7_PKc_E8_96.2,CDC7,279,300
CDK1_PKc_E2_37.1,CDK1,993,1341
CDK1_PKc_E4_124.1,CDK1,734,60
CDK1_PKc_E6_164,CDK1,368,33
CDK10_PKc_E2_70.1,CDK10,430,327
CDK10_PKc_E3_72.5,CDK10,480,360
CDK10_PKc_E4_103.11,CDK10,1058,779
CDK10_PKc_E5_82.4,CDK10,470,372
CDK10_PKc_E6_68.2,CDK10,165,199
CDK10_PKc_E7_53.1,CDK10,746,600
CDK11A_PKc_E13_122.13,CDK11A,739,1159
CDK11A_PKc_E13_122.15,CDK11A,597,509
CDK11A_PKc_E14_106.1,CDK11A,386,402
CDK11A_PKc_E15_122.4,CDK11A,535,643
CDK11A_PKc_E16_108.16,CDK11A,529,2
CDK11A_PKc_E18_149.14,CDK11A,1238,1963
CDK11B_PKc_E13_122.7,CDK11B,256,431
CDK11B_PKc_E14_106.1,CDK11B,783,275
CDK11B_PKc_E15_122.1,CDK11B,688,336
CDK11B_PKc_E16_108.16,CDK11B,211,62
CDK11B_PKc_E17_117.11,CDK11B,1108,938
CDK11B_PKc_E18_149.2,CDK11B,594,721
CDK12_PKc_E4_94.7,CDK12,790,101
CDK12_PKc_E5_171.8,CDK12,463,559
CDK12_PKc_E6_190.11,CDK12,294,219
CDK12_PKc_E7_57,CDK12,1056,804
CDK12_PKc_E8_102.1,CDK12,615,60
CDK12_PKc_E9_78.1,CDK12,712,593
CDK13_PKc_E4_94.2,CDK13,762,588
CDK13_PKc_E5_171,CDK13,249,372
CDK13_PKc_E6_190.2,CDK13,863,390
CDK13_PKc_E7_57,CDK13,664,644
CDK13_PKc_E8_102.1,CDK13,1118,776
CDK13_PKc_E9_78.2,CDK13,594,313
CDK14_PKc_E4_80.5,CDK14,850,1004
CDK14_PKc_E5_80.5,CDK14,795,1041
CDK14_PKc_E6_95.1,CDK14,1118,781
CDK14_PKc_E7_63.2,CDK14,1467,1648
CDK14_PKc_E8_124.5,CDK14,232,225
CDK14_PKc_E9_121.7,CDK14,571,677
CDK15_PKc_E3_65.5,CDK15,677,675
CDK15_PKc_E4_80.2,CDK15,1554,2176
CDK15_PKc_E5_95.2,CDK15,403,668
CDK15_PKc_E6_63.4,CDK15,524,843
CDK15_PKc_E7_124.3,CDK15,448,805
CDK15_PKc_E8_121,CDK15,667,898
CDK16_PKc_E10_121.7,CDK16,372,451
CDK16_PKc_E5_36,CDK16,762,1087
CDK16_PKc_E6_115.13,CDK16,487,730
CDK16_PKc_E7_95.4,CDK16,1155,1280
CDK16_PKc_E8_63.4,CDK16,634,857
CDK16_PKc_E9_124.3,CDK16,1028,1363
CDK17_PKc_E10_124.1,CDK17,1042,1333
CDK17_PKc_E11_121.4,CDK17,1096,1143
CDK17_PKc_E6_48.2,CDK17,890,1197
CDK17_PKc_E7_115.3,CDK17,544,713
CDK17_PKc_E8_95.2,CDK17,549,635
CDK17_PKc_E9_63.2,CDK17,684,744
CDK18_PKc_E10_121.12,CDK18,815,1072
CDK18_PKc_E5_45,CDK18,252,273
CDK18_PKc_E6_115.5,CDK18,86,117
CDK18_PKc_E7_95.9,CDK18,627,795
CDK18_PKc_E8_63.3,CDK18,510,466
CDK18_PKc_E9_124.19,CDK18,962,1032
CDK2_PKc_E1_116.9,CDK2,124,50
CDK2_PKc_E2_78.3,CDK2,650,150
CDK2_PKc_E3_121.2,CDK2,393,205
CDK2_PKc_E4_171.1,CDK2,974,297
CDK2_PKc_E5_102.12,CDK2,548,227
CDK2_PKc_E6_204.3,CDK2,490,685
CDK20_PKc_E1_75.1,CDK20,377,296
CDK20_PKc_E2_114.2,CDK20,509,662
CDK20_PKc_E3_189.5,CDK20,324,266
CDK20_PKc_E4_122.2,CDK20,649,836
CDK20_PKc_E5_63.6,CDK20,882,1062
CDK20_PKc_E6_124.5,CDK20,879,1268
CDK3_PKc_E2_116.4,CDK3,974,693
CDK3_PKc_E3_78.3,CDK3,855,774
CDK3_PKc_E4_121,CDK3,810,712
CDK3_PKc_E5_171.11,CDK3,571,752
CDK3_PKc_E6_102,CDK3,634,846
CDK3_PKc_E7_204.1,CDK3,841,1229
CDK4_PKc_E2_206.14,CDK4,1052,751
CDK4_PKc_E3_136.21,CDK4,496,626
CDK4_PKc_E4_168.12,CDK4,1221,866
CDK4_PKc_E5_110.4,CDK4,875,743
CDK4_PKc_E6_51,CDK4,437,214
CDK4_PKc_E7_136.28,CDK4,304,199
CDK5_PKc_E1_37.2,CDK5,514,760
CDK5_PKc_E2_89.3,CDK5,610,822
CDK5_PKc_E3_68,CDK5,136,412
CDK5_PKc_E5_57.1,CDK5,829,1270
CDK5_PKc_E6_96.4,CDK5,842,974
CDK5_PKc_E7_75.5,CDK5,451,889
CDK6_PKc_E2_203.31,CDK6,636,507
CDK6_PKc_E3_136.2,CDK6,343,422
CDK6_PKc_E4_168.11,CDK6,1764,1858
CDK6_PKc_E5_110.8,CDK6,206,287
CDK6_PKc_E6_51.2,CDK6,654,598
CDK6_PKc_E7_136.3,CDK6,933,977
CDK7_PKc_E1_48,CDK7,744,190
CDK7_PKc_E2_60.3,CDK7,953,19
CDK7_PKc_E4_68.3,CDK7,641,37
CDK7_PKc_E5_69.2,CDK7,409,98
CDK7_PKc_E6_111.3,CDK7,665,1
CDK7_PKc_E7_119.11,CDK7,385,101
CDK9_PKc_E1_77.1,CDK9,864,13
CDK9_PKc_E1_77.4,CDK9,978,264
CDK9_PKc_E4_167.13,CDK9,1482,377
CDK9_PKc_E6_149.13,CDK9,751,63
CDK9_PKc_E7_192.9,CDK9,687,694
CDKL1_PKc_E1_165.12,CDKL1,611,749
CDKL1_PKc_E2_122,CDKL1,597,621
CDKL1_PKc_E3_73.1,CDKL1,549,497
CDKL1_PKc_E4_91.3,CDKL1,925,1772
CDKL1_PKc_E5_201.9,CDKL1,1099,1186
CDKL1_PKc_E6_83.1,CDKL1,424,410
CDKL2_PKc_E2_165.1,CDKL2,585,782
CDKL2_PKc_E3_195.7,CDKL2,706,643
CDKL2_PKc_E4_179.16,CDKL2,473,557
CDKL2_PKc_E5_113.6,CDKL2,369,495
CDKL2_PKc_E6_140,CDKL2,531,572
CDKL2_PKc_E7_66.4,CDKL2,377,453
CDKL3_PKc_E2_162.7,CDKL3,803,1066
CDKL3_PKc_E3_195.2,CDKL3,840,898
CDKL3_PKc_E4_179.6,CDKL3,463,648
CDKL3_PKc_E5_113.2,CDKL3,377,467
CDKL3_PKc_E6_140.5,CDKL3,865,858
CDKL3_PKc_E7_66.1,CDKL3,574,616
CDKL4_PKc_E1_165.9,CDKL4,854,996
CDKL4_PKc_E2_122,CDKL4,625,710
CDKL4_PKc_E3_73,CDKL4,980,1102
CDKL4_PKc_E4_91.2,CDKL4,309,552
CDKL4_PKc_E5_198.19,CDKL4,721,656
CDKL4_PKc_E6_83.2,CDKL4,344,288
CDKL5_PKc_E2_34,CDKL5,1301,1667
CDKL5_PKc_E3_35,CDKL5,1748,2198
CDKL5_PKc_E4_46,CDKL5,665,868
CDKL5_PKc_E5_137.5,CDKL5,814,1208
CDKL5_PKc_E6_121.2,CDKL5,1194,1442
CDKL5_PKc_E7_60,CDKL5,1140,1548
CHEK1_PKc_E2_65.4,CHEK1,676,15
CHEK1_PKc_E3_224.1,CHEK1,914,25
CHEK1_PKc_E4_65.6,CHEK1,667,30
CHEK1_PKc_E5_70.1,CHEK1,387,7
CHEK1_PKc_E6_189.6,CHEK1,562,103
CHEK1_PKc_E7_105.1,CHEK1,1188,30
CHEK2_PKc_E10_87.3,CHEK2,467,547
CHEK2_PKc_E5_47.1,CHEK2,580,583
CHEK2_PKc_E6_109.1,CHEK2,326,405
CHEK2_PKc_E7_54.1,CHEK2,271,422
CHEK2_PKc_E8_62.1,CHEK2,506,800
CHEK2_PKc_E9_100.2,CHEK2,272,280
CHUK_PKc_E1_63.6,CHUK,782,910
CHUK_PKc_E2_95.2,CHUK,1046,1460
CHUK_PKc_E3_115,CHUK,403,562
CHUK_PKc_E4_70.2,CHUK,296,489
CHUK_PKc_E5_89,CHUK,357,682
CHUK_PKc_E6_90.5,CHUK,485,413
CIT_PKc_E4_132.1,CIT,456,357
CIT_PKc_E5_102.1,CIT,916,816
CIT_PKc_E6_143.9,CIT,263,441
CIT_PKc_E7_94,CIT,1028,1162
CIT_PKc_E8_204,CIT,860,1035
CIT_PKc_E9_154.9,CIT,481,552
CLK1_PKc_E4_40,CLK1,375,378
CLK1_PKc_E5_67,CLK1,409,673
CLK1_PKc_E6_117.1,CLK1,266,253
CLK1_PKc_E7_167.7,CLK1,760,882
CLK1_PKc_E8_95,CLK1,941,987
CLK1_PKc_E9_130.1,CLK1,1662,1391
CLK2_PKc_E10_83.3,CLK2,763,696
