STUDY_ID	SAMPLE_ID	UBE2H
pcpg_tcga_pan_can_atlas_2018	TCGA-TT-A6YK-01	850.337
pcpg_tcga_pan_can_atlas_2018	TCGA-TT-A6YN-01	1326.81
pcpg_tcga_pan_can_atlas_2018	TCGA-TT-A6YO-01	1229.15
pcpg_tcga_pan_can_atlas_2018	TCGA-TT-A6YP-01	1283.44
pcpg_tcga_pan_can_atlas_2018	TCGA-W2-A7H5-01	1198.81
pcpg_tcga_pan_can_atlas_2018	TCGA-W2-A7H7-01	1014.57
pcpg_tcga_pan_can_atlas_2018	TCGA-W2-A7HA-01	1489.71
pcpg_tcga_pan_can_atlas_2018	TCGA-W2-A7HB-01	1325.49
pcpg_tcga_pan_can_atlas_2018	TCGA-W2-A7HC-01	1031.57
pcpg_tcga_pan_can_atlas_2018	TCGA-W2-A7HD-01	916.171
pcpg_tcga_pan_can_atlas_2018	TCGA-W2-A7HE-01	1333.16
pcpg_tcga_pan_can_atlas_2018	TCGA-W2-A7HF-01	480.666
pcpg_tcga_pan_can_atlas_2018	TCGA-W2-A7HH-01	1812.63
pcpg_tcga_pan_can_atlas_2018	TCGA-W2-A7UY-01	338.87
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A80K-01	1026.83
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A80L-01	1793.58
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A80M-01	1303.67
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A80N-01	870.447
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A80O-01	1200.73
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A80P-01	1304.05
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A80Q-01	378.405
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A80V-01	1090.77
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A80Y-01	1161.23
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A814-01	977.042
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A815-01	1505.16
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A816-01	1256.07
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A817-01	1307.96
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A818-01	1251.69
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A819-01	1123.1
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81A-01	1885.81
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81D-01	1674.47
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81E-01	1403.65
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81F-01	704.223
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81G-01	1055.98
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81H-01	1582.8
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81I-01	1208.68
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81J-01	1242.68
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81K-01	1117.92
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81M-01	2016.56
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81N-01	712.024
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81P-01	1637.69
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81Q-01	1543.49
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81R-01	1068.24
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81S-01	1904.46
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81T-01	1325.18
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81V-01	1070.75
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A81W-01	988.21
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A821-01	1396.07
pcpg_tcga_pan_can_atlas_2018	TCGA-WB-A822-01	1703.16
pcpg_tcga_pan_can_atlas_2018	TCGA-XG-A823-01	329.327
prad_tcga_pan_can_atlas_2018	TCGA-2A-A8VL-01	1077.24
prad_tcga_pan_can_atlas_2018	TCGA-2A-A8VO-01	1256.14
prad_tcga_pan_can_atlas_2018	TCGA-2A-A8VT-01	1146.69
prad_tcga_pan_can_atlas_2018	TCGA-2A-A8VV-01	1967.29
prad_tcga_pan_can_atlas_2018	TCGA-2A-A8VX-01	1410.76
prad_tcga_pan_can_atlas_2018	TCGA-2A-A8W1-01	1826.94
prad_tcga_pan_can_atlas_2018	TCGA-2A-A8W3-01	2048.66
prad_tcga_pan_can_atlas_2018	TCGA-2A-AAYF-01	1477.08
prad_tcga_pan_can_atlas_2018	TCGA-2A-AAYO-01	1345.57
prad_tcga_pan_can_atlas_2018	TCGA-2A-AAYU-01	1479.48
prad_tcga_pan_can_atlas_2018	TCGA-4L-AA1F-01	1649.2
prad_tcga_pan_can_atlas_2018	TCGA-CH-5737-01	1509.76
prad_tcga_pan_can_atlas_2018	TCGA-CH-5738-01	1672.09
prad_tcga_pan_can_atlas_2018	TCGA-CH-5739-01	1935.21
prad_tcga_pan_can_atlas_2018	TCGA-CH-5740-01	1688.41
prad_tcga_pan_can_atlas_2018	TCGA-CH-5741-01	1264.05
prad_tcga_pan_can_atlas_2018	TCGA-CH-5743-01	1359.34
prad_tcga_pan_can_atlas_2018	TCGA-CH-5744-01	1580.91
prad_tcga_pan_can_atlas_2018	TCGA-CH-5745-01	1850.36
prad_tcga_pan_can_atlas_2018	TCGA-CH-5746-01	1608.78
prad_tcga_pan_can_atlas_2018	TCGA-CH-5748-01	1824.44
prad_tcga_pan_can_atlas_2018	TCGA-CH-5750-01	1767.15
prad_tcga_pan_can_atlas_2018	TCGA-CH-5751-01	1929.39
prad_tcga_pan_can_atlas_2018	TCGA-CH-5752-01	1962.28
prad_tcga_pan_can_atlas_2018	TCGA-CH-5753-01	2593.05
prad_tcga_pan_can_atlas_2018	TCGA-CH-5754-01	1618.86
prad_tcga_pan_can_atlas_2018	TCGA-CH-5761-01	1105.92
prad_tcga_pan_can_atlas_2018	TCGA-CH-5762-01	1832.77
prad_tcga_pan_can_atlas_2018	TCGA-CH-5763-01	1876.77
prad_tcga_pan_can_atlas_2018	TCGA-CH-5764-01	1893.69
prad_tcga_pan_can_atlas_2018	TCGA-CH-5765-01	1879.64
prad_tcga_pan_can_atlas_2018	TCGA-CH-5766-01	1515.02
prad_tcga_pan_can_atlas_2018	TCGA-CH-5767-01	1549.48
prad_tcga_pan_can_atlas_2018	TCGA-CH-5768-01	1885.44
prad_tcga_pan_can_atlas_2018	TCGA-CH-5769-01	2048.9
prad_tcga_pan_can_atlas_2018	TCGA-CH-5771-01	1774.66
prad_tcga_pan_can_atlas_2018	TCGA-CH-5772-01	1627.67
prad_tcga_pan_can_atlas_2018	TCGA-CH-5788-01	2829
prad_tcga_pan_can_atlas_2018	TCGA-CH-5789-01	1518.34
prad_tcga_pan_can_atlas_2018	TCGA-CH-5790-01	2335.93
prad_tcga_pan_can_atlas_2018	TCGA-CH-5791-01	1872.63
prad_tcga_pan_can_atlas_2018	TCGA-CH-5792-01	1339.25
prad_tcga_pan_can_atlas_2018	TCGA-CH-5794-01	1983.93
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5494-01	1700.7
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5495-01	2221.57
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5496-01	2041.19
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5497-01	1961.23
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5498-01	1822.08
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5499-01	1584.23
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5501-01	1555.04
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5502-01	1671.11
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5503-01	1520.9
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5504-01	1760.59
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5505-01	1985.71
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5506-01	1963.78
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5507-01	3808.04
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5508-01	1840.53
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5509-01	2019.88
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5510-01	1650.85
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5511-01	1566.79
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5512-01	1522.95
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5514-01	2644.97
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5515-01	1632.78
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5516-01	2476.31
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5517-01	2035.58
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5518-01	1718.82
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5519-01	2925.07
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5521-01	1399.07
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5522-01	2320.46
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5524-01	2248.46
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5525-01	3875.71
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5526-01	2448.93
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5527-01	2202.86
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5530-01	1844.6
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5531-01	1637.96
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5532-01	2024.21
prad_tcga_pan_can_atlas_2018	TCGA-EJ-5542-01	3015.47
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7115-01	1628.21
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7123-01	1659.84
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7125-01	2006.83
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7218-01	1223.37
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7314-01	1825.04
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7315-01	2067.05
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7317-01	1496.55
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7318-01	1222.63
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7321-01	1356.51
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7325-01	862.954
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7327-01	2683.36
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7328-01	1176.95
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7330-01	2674.46
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7331-01	1872.03
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7781-01	2085.32
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7782-01	1647.77
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7783-01	1805.14
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7784-01	2510.83
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7785-01	1738.27
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7786-01	1649.95
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7788-01	1853.71
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7789-01	1452.19
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7791-01	1637.1
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7792-01	1599.28
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7793-01	1575.71
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7794-01	1774.43
prad_tcga_pan_can_atlas_2018	TCGA-EJ-7797-01	1677.09
prad_tcga_pan_can_atlas_2018	TCGA-EJ-8468-01	2264.15
prad_tcga_pan_can_atlas_2018	TCGA-EJ-8469-01	2086.02
prad_tcga_pan_can_atlas_2018	TCGA-EJ-8470-01	2374.76
prad_tcga_pan_can_atlas_2018	TCGA-EJ-8472-01	2080.64
prad_tcga_pan_can_atlas_2018	TCGA-EJ-8474-01	1986.95
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A46B-01	1240.67
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A46D-01	1128.21
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A46E-01	900.398
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A46F-01	872.727
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A46G-01	2169.57
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A46H-01	1392.38
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A46I-01	1075.91
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A65B-01	1448.7406
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A65D-01	1274.8159
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A65E-01	1537.85
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A65F-01	1263.05
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A65G-01	1172.55
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A65J-01	2062.56
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A65M-01	1022.8
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A6RA-01	1130.15
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A6RC-01	1465.13
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A7NF-01	1250.85
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A7NG-01	1332.39
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A7NH-01	1468.52
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A7NJ-01	1421.99
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A7NK-01	1180.53
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A7NM-01	1322.96
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A7NN-01	1703.13
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A8FN-01	2053.13
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A8FO-01	1519.88
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A8FP-01	1235.8
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A8FS-01	1555.19
prad_tcga_pan_can_atlas_2018	TCGA-EJ-A8FU-01	1399.25
prad_tcga_pan_can_atlas_2018	TCGA-EJ-AB20-01	708.411
prad_tcga_pan_can_atlas_2018	TCGA-EJ-AB27-01	1475.83
prad_tcga_pan_can_atlas_2018	TCGA-FC-7708-01	1807.46
prad_tcga_pan_can_atlas_2018	TCGA-FC-7961-01	2233.8
prad_tcga_pan_can_atlas_2018	TCGA-FC-A4JI-01	1137.17
prad_tcga_pan_can_atlas_2018	TCGA-FC-A5OB-01	1834.75
prad_tcga_pan_can_atlas_2018	TCGA-FC-A66V-01	1351.4701
prad_tcga_pan_can_atlas_2018	TCGA-FC-A6HD-01	1538.7541
prad_tcga_pan_can_atlas_2018	TCGA-FC-A8O0-01	1097.98
prad_tcga_pan_can_atlas_2018	TCGA-G9-6329-01	1695.79
prad_tcga_pan_can_atlas_2018	TCGA-G9-6332-01	1235.73
prad_tcga_pan_can_atlas_2018	TCGA-G9-6333-01	1516.32
prad_tcga_pan_can_atlas_2018	TCGA-G9-6336-01	1113.44
prad_tcga_pan_can_atlas_2018	TCGA-G9-6338-01	975.48
prad_tcga_pan_can_atlas_2018	TCGA-G9-6339-01	1138.97
prad_tcga_pan_can_atlas_2018	TCGA-G9-6342-01	1378.02
prad_tcga_pan_can_atlas_2018	TCGA-G9-6343-01	1070.01
prad_tcga_pan_can_atlas_2018	TCGA-G9-6347-01	1008.0465
prad_tcga_pan_can_atlas_2018	TCGA-G9-6348-01	1459.49
prad_tcga_pan_can_atlas_2018	TCGA-G9-6351-01	1565.81
prad_tcga_pan_can_atlas_2018	TCGA-G9-6353-01	1116.12
prad_tcga_pan_can_atlas_2018	TCGA-G9-6354-01	1005.12
prad_tcga_pan_can_atlas_2018	TCGA-G9-6356-01	1464.03
prad_tcga_pan_can_atlas_2018	TCGA-G9-6361-01	1763.48
prad_tcga_pan_can_atlas_2018	TCGA-G9-6362-01	1590.19
prad_tcga_pan_can_atlas_2018	TCGA-G9-6363-01	1912.64
prad_tcga_pan_can_atlas_2018	TCGA-G9-6364-01	1671.24
prad_tcga_pan_can_atlas_2018	TCGA-G9-6365-01	1523.62
prad_tcga_pan_can_atlas_2018	TCGA-G9-6366-01	743.516
prad_tcga_pan_can_atlas_2018	TCGA-G9-6367-01	1224.17
prad_tcga_pan_can_atlas_2018	TCGA-G9-6369-01	1087.36
prad_tcga_pan_can_atlas_2018	TCGA-G9-6370-01	1297.38
prad_tcga_pan_can_atlas_2018	TCGA-G9-6371-01	1313.23
prad_tcga_pan_can_atlas_2018	TCGA-G9-6373-01	1577.6
prad_tcga_pan_can_atlas_2018	TCGA-G9-6377-01	2079.46
prad_tcga_pan_can_atlas_2018	TCGA-G9-6378-01	1791.35
prad_tcga_pan_can_atlas_2018	TCGA-G9-6379-01	1054.7253
prad_tcga_pan_can_atlas_2018	TCGA-G9-6384-01	1686.13
prad_tcga_pan_can_atlas_2018	TCGA-G9-6385-01	1323.78
prad_tcga_pan_can_atlas_2018	TCGA-G9-6494-01	1816.99
prad_tcga_pan_can_atlas_2018	TCGA-G9-6496-01	1607.04
prad_tcga_pan_can_atlas_2018	TCGA-G9-6498-01	1367.09
prad_tcga_pan_can_atlas_2018	TCGA-G9-6499-01	1185.84
prad_tcga_pan_can_atlas_2018	TCGA-G9-7509-01	1618.34
prad_tcga_pan_can_atlas_2018	TCGA-G9-7510-01	1488.99
prad_tcga_pan_can_atlas_2018	TCGA-G9-7519-01	1865.6
prad_tcga_pan_can_atlas_2018	TCGA-G9-7521-01	2321.01
prad_tcga_pan_can_atlas_2018	TCGA-G9-7522-01	1867.56
prad_tcga_pan_can_atlas_2018	TCGA-G9-7523-01	1376.57
prad_tcga_pan_can_atlas_2018	TCGA-G9-7525-01	1312.22
prad_tcga_pan_can_atlas_2018	TCGA-G9-A9S0-01	1700.33
prad_tcga_pan_can_atlas_2018	TCGA-G9-A9S7-01	1484.07
prad_tcga_pan_can_atlas_2018	TCGA-H9-7775-01	1467.87
prad_tcga_pan_can_atlas_2018	TCGA-H9-A6BX-01	1203.91
prad_tcga_pan_can_atlas_2018	TCGA-H9-A6BY-01	1578.0884
prad_tcga_pan_can_atlas_2018	TCGA-HC-7075-01	1688.82
prad_tcga_pan_can_atlas_2018	TCGA-HC-7077-01	1512.53
prad_tcga_pan_can_atlas_2018	TCGA-HC-7078-01	1736.54
prad_tcga_pan_can_atlas_2018	TCGA-HC-7079-01	1347.91
prad_tcga_pan_can_atlas_2018	TCGA-HC-7080-01	1202.33
prad_tcga_pan_can_atlas_2018	TCGA-HC-7081-01	1424.47
prad_tcga_pan_can_atlas_2018	TCGA-HC-7209-01	1963.61
prad_tcga_pan_can_atlas_2018	TCGA-HC-7210-01	1997.88
prad_tcga_pan_can_atlas_2018	TCGA-HC-7211-01	1881.75
prad_tcga_pan_can_atlas_2018	TCGA-HC-7212-01	1963.38
prad_tcga_pan_can_atlas_2018	TCGA-HC-7213-01	2189.81
prad_tcga_pan_can_atlas_2018	TCGA-HC-7230-01	2296.9
prad_tcga_pan_can_atlas_2018	TCGA-HC-7231-01	1820.78
prad_tcga_pan_can_atlas_2018	TCGA-HC-7232-01	1909.98
prad_tcga_pan_can_atlas_2018	TCGA-HC-7233-01	1890.9
prad_tcga_pan_can_atlas_2018	TCGA-HC-7736-01	1295.11
prad_tcga_pan_can_atlas_2018	TCGA-HC-7737-01	1706
prad_tcga_pan_can_atlas_2018	TCGA-HC-7738-01	1491.32
prad_tcga_pan_can_atlas_2018	TCGA-HC-7740-01	1336.57
prad_tcga_pan_can_atlas_2018	TCGA-HC-7742-01	2124.58
prad_tcga_pan_can_atlas_2018	TCGA-HC-7744-01	1869.6
prad_tcga_pan_can_atlas_2018	TCGA-HC-7745-01	1228.41
prad_tcga_pan_can_atlas_2018	TCGA-HC-7747-01	1308.26
prad_tcga_pan_can_atlas_2018	TCGA-HC-7748-01	2123.39
prad_tcga_pan_can_atlas_2018	TCGA-HC-7749-01	1910.98
prad_tcga_pan_can_atlas_2018	TCGA-HC-7750-01	1498.15
prad_tcga_pan_can_atlas_2018	TCGA-HC-7752-01	609.34
prad_tcga_pan_can_atlas_2018	TCGA-HC-7817-01	1457.85
prad_tcga_pan_can_atlas_2018	TCGA-HC-7818-01	1543.89
prad_tcga_pan_can_atlas_2018	TCGA-HC-7819-01	1689.87
prad_tcga_pan_can_atlas_2018	TCGA-HC-7820-01	1394.28
prad_tcga_pan_can_atlas_2018	TCGA-HC-7821-01	1240.71
prad_tcga_pan_can_atlas_2018	TCGA-HC-8213-01	1761.27
prad_tcga_pan_can_atlas_2018	TCGA-HC-8216-01	1929.73
prad_tcga_pan_can_atlas_2018	TCGA-HC-8256-01	1513.81
prad_tcga_pan_can_atlas_2018	TCGA-HC-8257-01	1253.17
prad_tcga_pan_can_atlas_2018	TCGA-HC-8258-01	1346.48
prad_tcga_pan_can_atlas_2018	TCGA-HC-8259-01	1804.96
prad_tcga_pan_can_atlas_2018	TCGA-HC-8260-01	1280.86
prad_tcga_pan_can_atlas_2018	TCGA-HC-8261-01	1864.76
prad_tcga_pan_can_atlas_2018	TCGA-HC-8262-01	1708.38
prad_tcga_pan_can_atlas_2018	TCGA-HC-8264-01	1476.02
prad_tcga_pan_can_atlas_2018	TCGA-HC-8265-01	1197.22
prad_tcga_pan_can_atlas_2018	TCGA-HC-8266-01	1239.22
prad_tcga_pan_can_atlas_2018	TCGA-HC-A48F-01	2304.98
prad_tcga_pan_can_atlas_2018	TCGA-HC-A4ZV-01	1672.9
prad_tcga_pan_can_atlas_2018	TCGA-HC-A631-01	2105.87
prad_tcga_pan_can_atlas_2018	TCGA-HC-A632-01	1471.83
prad_tcga_pan_can_atlas_2018	TCGA-HC-A6AL-01	1779.436
prad_tcga_pan_can_atlas_2018	TCGA-HC-A6AN-01	2387.0293
prad_tcga_pan_can_atlas_2018	TCGA-HC-A6AO-01	1079.7193
prad_tcga_pan_can_atlas_2018	TCGA-HC-A6AP-01	1454.8036
prad_tcga_pan_can_atlas_2018	TCGA-HC-A6AQ-01	1386.2692
prad_tcga_pan_can_atlas_2018	TCGA-HC-A6AS-01	1419.7684
prad_tcga_pan_can_atlas_2018	TCGA-HC-A6HX-01	1085.9167
prad_tcga_pan_can_atlas_2018	TCGA-HC-A6HY-01	1669.1936
prad_tcga_pan_can_atlas_2018	TCGA-HC-A76W-01	1666.67
prad_tcga_pan_can_atlas_2018	TCGA-HC-A76X-01	1845.99
prad_tcga_pan_can_atlas_2018	TCGA-HC-A8CY-01	1789.51
prad_tcga_pan_can_atlas_2018	TCGA-HC-A8D0-01	1130.33
prad_tcga_pan_can_atlas_2018	TCGA-HC-A8D1-01	1482.04
prad_tcga_pan_can_atlas_2018	TCGA-HC-A9TE-01	1717.9
prad_tcga_pan_can_atlas_2018	TCGA-HC-A9TH-01	2303.31
prad_tcga_pan_can_atlas_2018	TCGA-HI-7168-01	1612.08
prad_tcga_pan_can_atlas_2018	TCGA-HI-7169-01	650.485
prad_tcga_pan_can_atlas_2018	TCGA-HI-7170-01	1426.56
prad_tcga_pan_can_atlas_2018	TCGA-HI-7171-01	1804.49
prad_tcga_pan_can_atlas_2018	TCGA-J4-8198-01	2286.55
prad_tcga_pan_can_atlas_2018	TCGA-J4-8200-01	2151.92
prad_tcga_pan_can_atlas_2018	TCGA-J4-A67K-01	1801.7721
prad_tcga_pan_can_atlas_2018	TCGA-J4-A67L-01	1893.0746
prad_tcga_pan_can_atlas_2018	TCGA-J4-A67M-01	1523.783
prad_tcga_pan_can_atlas_2018	TCGA-J4-A67N-01	1319.1686
prad_tcga_pan_can_atlas_2018	TCGA-J4-A67O-01	1170.1411
prad_tcga_pan_can_atlas_2018	TCGA-J4-A67Q-01	1022.8054
prad_tcga_pan_can_atlas_2018	TCGA-J4-A67R-01	1499.7023
prad_tcga_pan_can_atlas_2018	TCGA-J4-A67S-01	1812.1043
prad_tcga_pan_can_atlas_2018	TCGA-J4-A67T-01	1532.56
prad_tcga_pan_can_atlas_2018	TCGA-J4-A6G1-01	1241.16
prad_tcga_pan_can_atlas_2018	TCGA-J4-A6G3-01	1465.97
prad_tcga_pan_can_atlas_2018	TCGA-J4-A6M7-01	3764.2555
prad_tcga_pan_can_atlas_2018	TCGA-J4-A83I-01	842.503
prad_tcga_pan_can_atlas_2018	TCGA-J4-A83J-01	1801.45
prad_tcga_pan_can_atlas_2018	TCGA-J4-A83K-01	1397.12
prad_tcga_pan_can_atlas_2018	TCGA-J4-A83L-01	1592.88
prad_tcga_pan_can_atlas_2018	TCGA-J4-A83M-01	1491.09
prad_tcga_pan_can_atlas_2018	TCGA-J4-A83N-01	1202.3
prad_tcga_pan_can_atlas_2018	TCGA-J4-AATV-01	1300.38
prad_tcga_pan_can_atlas_2018	TCGA-J4-AATZ-01	794.566
prad_tcga_pan_can_atlas_2018	TCGA-J4-AAU2-01	1367.2
prad_tcga_pan_can_atlas_2018	TCGA-J9-A52B-01	997.489
prad_tcga_pan_can_atlas_2018	TCGA-J9-A52C-01	1049.05
prad_tcga_pan_can_atlas_2018	TCGA-J9-A52D-01	2681.84
prad_tcga_pan_can_atlas_2018	TCGA-J9-A52E-01	2081.16
prad_tcga_pan_can_atlas_2018	TCGA-J9-A8CK-01	1188.52
prad_tcga_pan_can_atlas_2018	TCGA-J9-A8CL-01	1985.99
prad_tcga_pan_can_atlas_2018	TCGA-J9-A8CM-01	1620
prad_tcga_pan_can_atlas_2018	TCGA-J9-A8CN-01	1803.35
prad_tcga_pan_can_atlas_2018	TCGA-J9-A8CP-01	1484.58
prad_tcga_pan_can_atlas_2018	TCGA-KC-A4BL-01	1320.43
prad_tcga_pan_can_atlas_2018	TCGA-KC-A4BN-01	1525.81
prad_tcga_pan_can_atlas_2018	TCGA-KC-A4BO-01	NA
prad_tcga_pan_can_atlas_2018	TCGA-KC-A4BR-01	1600.29
prad_tcga_pan_can_atlas_2018	TCGA-KC-A4BV-01	1844.81
prad_tcga_pan_can_atlas_2018	TCGA-KC-A7F3-01	1441.74
prad_tcga_pan_can_atlas_2018	TCGA-KC-A7F5-01	1061.28
prad_tcga_pan_can_atlas_2018	TCGA-KC-A7F6-01	1491.53
prad_tcga_pan_can_atlas_2018	TCGA-KC-A7FA-01	1962.39
prad_tcga_pan_can_atlas_2018	TCGA-KC-A7FD-01	1239.56
prad_tcga_pan_can_atlas_2018	TCGA-KC-A7FE-01	1382.53
prad_tcga_pan_can_atlas_2018	TCGA-KK-A59V-01	672.372
prad_tcga_pan_can_atlas_2018	TCGA-KK-A59X-01	1356.12
prad_tcga_pan_can_atlas_2018	TCGA-KK-A59Y-01	1223.76
prad_tcga_pan_can_atlas_2018	TCGA-KK-A59Z-01	1887.6
prad_tcga_pan_can_atlas_2018	TCGA-KK-A5A1-01	2040.61
prad_tcga_pan_can_atlas_2018	TCGA-KK-A6DY-01	1521.9
prad_tcga_pan_can_atlas_2018	TCGA-KK-A6E0-01	1774.36
prad_tcga_pan_can_atlas_2018	TCGA-KK-A6E1-01	1960.43
prad_tcga_pan_can_atlas_2018	TCGA-KK-A6E2-01	1309.48
prad_tcga_pan_can_atlas_2018	TCGA-KK-A6E3-01	1639.1754
prad_tcga_pan_can_atlas_2018	TCGA-KK-A6E4-01	1148.1389
prad_tcga_pan_can_atlas_2018	TCGA-KK-A6E5-01	1296.05
prad_tcga_pan_can_atlas_2018	TCGA-KK-A6E6-01	1810.45
